timestamp,bytes_in,bytes_out
2025-12-19 21:56:34,0,0
2025-12-19 21:56:40,0,0
2025-12-19 21:56:47,0,0
2025-12-19 21:56:54,0,0
2025-12-19 21:57:00,0,0
2025-12-19 21:57:06,0,0
2025-12-19 21:57:12,0,0
2025-12-19 21:57:20,0,0
2025-12-19 21:57:26,0,0
2025-12-19 21:57:32,0,0
2025-12-19 21:57:39,0,0
2025-12-19 21:57:46,0,0
2025-12-19 21:57:52,0,0
2025-12-19 21:57:59,0,0
2025-12-19 21:58:06,0,0
2025-12-19 21:58:12,0,0
2025-12-19 21:58:18,0,0
